video_id,title,ocr_text,published_at,agent_keywords,agent_interviewer
_U9PSAk5d9k,이번주 하락폭 최대치...! 금리인상 영향 본격화?!,KB부동산TV KB통계 기상도 전세가 따라가는 매매가...! 송파구에 무슨 일이?!,2022-09-02,"금리 인상, 하락폭, 부동산 시장, 전세가 매매가, 송파구",KB자체
HEl4Rbn2IOA,"부동산 빙하기, 어떻게 대처해야 할까?","부동산 빅데이터 박원갑 KB국민은행 WM스타자문단 부동산수석전문위원 KB부동산TV 지금, 집 살까? 말까? 부동산 빙하기 해법은...",2022-08-30,"부동산 빙하기, 대처 방안, 투자 전략, 시장 전망, 주택 구매",KB자체
fcKIwKqlFd4,"성공적인 부동산 설계를 원한다면, 급변하는 부동산시장의 주역을 주목해라!",부동산 빅데이터 102 박원갑 KB국민은행 WM스타자문단 부동산수석전문위원 KB부동산TV 투자 유목민이 만든 급상승장 어떻게 될까?,2022-08-25,"부동산 설계, 급변하는 시장, 투자 전략, 부동산 데이터, 전문가 의견",KB자체
7OnkD_Ti-T8,월급쟁이 부자가 되고 싶다면 당장 '이것'부터 버리세요 (김경필 머니트레이너 1부),"부동산클라스 ""관상용 BMW"" KB부동산 DE 김경필 머니트레이너 30억대 월급쟁이 자산가가 절대 하지 않는 '4가지'",2023-05-09,"재테크, 월급쟁이, 소비 절약, 자산 관리, 부동산 투자",김경필
WDJfxz5KPTQ,"간헐적 단식, 오히려 다이어트에 독이 된다?! 99%가 잘못 알고 있는 '이것'은? (이계호 교수 3부)",지리 클라스 KB부동산 go%가 잘못 알고 있습니다. 이계호 태초먹거리 학교 설립자 다이어트에 오히려 독되는 간헐적 단식 부작용,2024-04-29,"간헐적 단식, 다이어트, 오히려 독, 부작용, 잘못 알고 있는 정보",이계호 교수
6lQdfRZioO0,"부동산 시장 턴어라운드 징후, 무엇을 봐야할까? 공급 보다도 중요한 이것은?!",부동산 빅데이터 김경민 교수 서울대 환경대학원 KB부동산TV 대규모 공급보다. 토지비축이 중요하다?!,2022-08-18,"부동산 시장, 턴어라운드, 공급, 토지비축, 빅데이터",KB자체
V5BytJ1Jdw8,"경제 위기 속 기준 금리를 높여야 하는 상황! 부동산 시장, 앞으로 더 심각해 질 수 있다..?",부동산 빅데이터 KB부동산TV 무섭게 오르는 금리 김경민 교수 서울대 환경대학원 2008년 상황과 다르다?!,2022-08-16,"금리 인상, 경제 위기, 부동산 시장, 서울대 환경대학원, 2008년 비교",KB자체
DJApS2qZ8ig,경험하지 못할 일 벌어진다! 진짜 무서운게 오고 있습니다 (전영수 교수 3부),부동산클라스 KB부동산 전영수 한양대학교 교수 경험하지 못할 일 벌어진다 진짜 무서운게 오고 있다.,2024-05-02,"부동산 시장의 변화, 경제적 불확실성, 투자 리스크, 시장 전망, 전문가 의견",전영수 교수
thajoDqlPss,현미도 잘못 먹으면 '독'이 됩니다. 올바른 현미 섭취법은 '이것' 입니다 (이계호 교수 풀버전),지식업 클라스 이계호 태초먹거리 학교 설립자 현미의 불편한 진실! '독'을 먹고있습니다 KB부동산,2024-05-03,"현미, 독, 올바른 섭취법, 이계호 교수, 불편한 진실",이계호 교수
jBLKoSLMZM0,"""5060 필수 시청"" 돈, 건강, 외로움 중년의 3대 재앙 이렇게 끊어내세요 (이의상 대표_단희쌤 1부)",KB부동산 이의상 단희쌤 퇴직 후 99%가 겪는 50대 이후의 진짜 현실,2024-05-06,"중년, 재앙, 돈, 건강, 외로움",이의상 대표
1SVBkazcoJs,2억으로 '이렇게' 은퇴 계획하세요! 자산 상황별 노후 준비 방법 대공개 (이의상 대표_단희쌤 2부),10000 이의상 단희쌤 2억으로 은퇴하는 가장 현실적인 방법 KB부동산,2024-05-08,"은퇴 계획, 자산 상황, 노후 준비, 현실적인 방법, 재무 전략",이의상 대표
ybhxI85fjYA,"""앞으로 집값 정말 위험합니다."" 고개든 부동산 위기설, 정말 조심해야 하는 이유 (전영수 교수 풀버전)",부동산클라스 KB부동산 고개 든 부동산 위기설 전영수 한양대학교 교수 앞으로 집값이 위험한 이유,2024-05-08,"부동산 위기, 집값 하락, 투자 리스크, 경제 전망, 전영수 교수",전영수 교수
S2a8bjCC-38,"서울 외곽 중저가 아파트 하락 주도하는데, 지방까지 하락 전환!","KB통계 기상도 도봉, 성북 하락세커졌다! 경기 이천은 여전히 강세?",2022-08-12,"서울 외곽, 중저가 아파트, 하락세, 지방 시장, KB통계",KB자체
sIKaPsvj0Q0,"부동산 투자, 은퇴자에게 올해가 기회일 수 있습니다. 단! 4가지를 꼭 주의하세요 (이의상 대표_단희쌤 3부)",이의상 단희쌤 KB부동산 은퇴자가 절대 하면 안되는 부동산투자 4가지,2024-05-13,"부동산 투자, 은퇴자 기회, 주의사항, 투자 전략, KB부동산",이의상 대표
qy7RHEEcX2U,데이터로 분석한 부동산 시장 전망! 현재 매도자가 압도적으로 많다는데...,부동산 빅데이터 김기원 데이터노우즈 대표이사 매도자 많은 부동산 시장 KB부동산TV 김균표 KB통계담당 데이터로 예측한 전망은?,2022-08-09,"부동산 시장, 매도자 증가, 데이터 분석, 시장 전망, KB부동산",KB자체
MtNnS7ylg7c,부동산 시장을 데이터로 분석한다! 현재 시장은 과거 시장과 어떻게 다를까?,부동산 빅데이터 KB부동산TV 김기원 데이터노우즈 대표이사 현재 부동산 시장 2010년 하락장과 같은 흐름일까? 김균표 KB통계담당,2022-08-04,"부동산 시장, 데이터 분석, 과거 비교, 빅데이터, 시장 흐름",KB자체
c7h65MP3qwE,한국 부동산 불패?! 저는 이렇게 생각합니다 [이광수 위원 풀버전],부동산 빅데이터 이광수 위원 미래에셋증권 KB부동산TV 풀버전 한국 부동산 불패?! 저는 이렇게 생각합니다,2023-04-23,"부동산 시장, 불패 가설, 투자 전략, 경제 전망, 이광수 분석",이광수 대표
zH1IpneexBU,이런 뷰가 가능하다고요?! 확 트인 한강뷰와 인프라를 다 갖춘 이곳은 어디?!,"KB 부동산 KB부동산TV 거실뷰 실화?!2 조망권, 인프라 다 갖췄다!",2022-08-02,"한강뷰, 조망권, 인프라, 부동산, 거실뷰",KB자체
wKYCt6ThOuQ,재건축의 잠룡이 꿈틀거린다!! 서울에 숨겨진 흙 속의 진주는?!,KB 부동산 재건축·재개발/ 재건축의 KB부동산TV 그게 어디냐면서 숨어있는 용!? 1 재건축의 잠룡이 35 꿈틀거린다!! 3 맨해튼처럼 될 수 있을까?,2022-07-26,"재건축, 서울, 잠룡, 숨겨진 진주, 부동산 시장",KB자체
R_JkoTjwhAs,"서울도 하락으로 전환됐다! 전국 부동산 시장, 침체 장기화될까...?","KB부동산TV KB통계 기상도 서울도 하락 전환! 수도권 약세 심화되나?""",2022-07-22,"서울 하락, 전국 부동산, 시장 침체, 수도권 약세, 장기화 전망",KB자체
TBTZzUUgmCs,미래 가치가 더 올라갈 재건축 지역! 서울에서는 이곳을 놓치면 안됩니다!,신씨 삼형제가 누구...? 눈여겨봐야하는 서울 재건축 지역은 신씨 삼형제...? KB부동산TV 사람이 아니고...,2022-07-18,"재건축, 미래 가치, 서울 지역, 투자 기회, 신씨 삼형제",KB자체
drVu1pjMJ18,"5~10년후가 기대되는 재건축 재개발, 왜 주목해야 할까?","KB부동산TV 공약을 보면 5~10년 후는... 어디요?!! '지금, 재건축·재개발을 주목해야 하는 이유는?!",2022-07-13,"재건축, 재개발, 5~10년 전망, 투자 기회, 부동산 시장",KB자체
X1TNikzWDZ4,부동산 시장 침체되는 걸까...? 매도자 문의 더 많다는데...,2005 % 1004 부동산시장 분위기는? KB통계 기상도 ALS 3065 400% 매도자문의훨씬 더 많다!! 원 시장 실시되는 걸까? 4000,2022-07-08,"부동산 시장, 침체, 매도자 증가, KB 통계, 시장 전망",KB자체
RgfFFQaJiUI,청약 취소?! 청약 재당첨 제한이 무엇이길래...?,KB부동산TV 헉.. X 부동산 상식을 짧고 굵게 알려주는 짧은 부동산 청약 당첨이 취소됐다고요?,2022-06-28,"청약 취소, 재당첨 제한, 부동산 상식, 청약 당첨, 정책 변화",KB자체
Wy3fN7rUMEE,조정대상지역에서 해제되면 무엇이 달라질까?,KB부동산 TV ® 3분부동산 상식 비조정대상 지역은.... 조정대상지역 해제시 무엇이 달라질까?,2022-06-24,"조정대상지역, 해제 효과, 부동산 시장 변화, 투자 기회, 정책 영향",KB자체
JwPU4Dz6os4,"올해 하반기, 전세대란 올까...? 계약갱신청구권의 순기능과 역기능은?",KB부동산 TV ® 3분부동산 상식 '전세대란 올까...? 계약갱신청구권의 순기능과 역기능,2022-06-03,"전세대란, 계약갱신청구권, 순기능, 역기능, 부동산 시장",KB자체
AGcUM3cO_F8,용적률과 건폐율로 땅의 가치가 정해진다?!,KB부동산 TV ® 3분부동산상식 건물을 짓는 기준!!! 용작물과 파울은 왜 중요할까?,2022-05-27,"용적률, 건폐율, 땅 가치, 건축 기준, 부동산 상식",KB자체
ZDuUOW9wtUc,공약에서 LTV 완화한다는데...대출 얼마나 받을 수 있을까?,KB부동산 TV ® 3분부동산상식 LTV!! DSR!! 대출 한도 완화된다는데 배출로 밥을 수 있나요?,2022-05-20,"LTV 완화, 대출 한도, 주택 구매, 금리 영향, 부동산 정책",KB자체
SQ_JoVI4ewQ,돈이 있어도 집을 못 산다고요? 토지거래허가구역이 뭐길래...,KB부동산 TV ® 3분부동산상식 '허가 받고 사세요 몸이 있어도 못사는 집 트레비아가구역,2022-05-13,"토지거래허가구역, 부동산 정책, 시장 접근성, 투자 리스크, 주택 구매 제한",KB자체
jq1Qtcckt0Q,1년간 매달 20만원 월세지원?! 청년 월세 한시 특별지원 사업이란?,KB부동산 TV ® 3분부동산상식 1년간 매달 나도 해당될까? 20만원 월세 지원?!,2022-05-05,"청년, 월세 지원, 한시 특별지원, 정부 지원, 부동산 정책",KB자체
rWdrpC2eXMo,서울에서 3억원 대 주택이 공급된다?! 무주택 청년에게 대박 기회!!,KB부동산 TV ® 3분부동산상식 청년 반값 주택!! 서울에서 3억원과 소형주택이?!,2022-04-29,"서울, 3억원 대, 주택 공급, 무주택 청년, 기회",KB자체
#NAME?,분양가상한제에 따른 전매 제한과 거주의무 기간은 어떻게 달라질까요?,"KB부동산 TV ® 3분부동산상식 꼭 확인하세요!"" 전매제한과 거주의무 기간은 어떻게 달라지는 걸까요?",2022-04-22,"분양가상한제, 전매 제한, 거주의무 기간, 규제 변화, 부동산 정책",KB자체
IkEn4-QKLwk,세대분리를 고민중이라면 이것을 기억하세요!,KB부동산 TV ® 3분부동산상식 이것도 절세 비법?! 세대분리 하리된 이렇게 하세요!!!,2022-04-15,"세대분리, 절세 비법, 주택 관리, 투자 전략, 부동산 정보",KB자체
ZjMBW1323uc,[KB부동산] Making Film_유연석,Making Film 집요한 시세편 KB부동산,2022-04-13,"유연석, KB부동산, 시세, Making Film, 집요한",KB자체
wbCgR3Qgx_I,[KB부동산] Making Film_박희순,Making Film 집요한 매물편 KB부동산,2022-04-12,"Making Film, 박희순, 부동산, 매물, KB부동산",KB자체
o1YP2u4xw50,"세금이 궁금할 때, 억울한 세금을 구제받고 싶을 때는 어떻게 해야 할까요?",KB부동산 TV ® 3분부동산 상식 어려워하지 마세요!! 세금이 궁금할 땐!! 이곳에서 확인하세요!,2022-04-01,"세금, 구제 방법, 부동산 세금, 세금 질문, 해결책",KB자체
ZSYmcVA_U-M,[KB부동산] Making Film_채수빈,Making Film 집요한 목표편 KB부동산,2022-04-01,"KB부동산, Making Film, 채수빈, 목표 설정, 부동산 전략",KB자체
8oh-3B4SPHc,모아주택&모아타운' 엄~청 빠른 소규모 정비사업을 정확히 알려드립니다!,KB부동산 ® TV 3분부동산 상식 사업기간 2~4년?! 모아주택 보아라운 정확히 알려드립니다,2022-03-24,"소규모 정비사업, 모아주택, 사업기간, 빠른 변동성, 주택 공급",KB자체
hwoofYZurKA,4차 민간 사전청약 인천 검단 신도시 청약전략!!!,호반써밋 3차!! 청약 4차 민간 사전청약 인천 검단신도시 청약전략,2022-03-04,"민간 사전청약, 인천, 검단신도시, 청약전략, 호반써밋",KB자체
fDu6w26w0wc,"과태료 100만원' 피하려면? 전월세 신고제, 이제는 필수입니다!","KB부동산 TV ® 3분부동산상식 과태료는 내지맙시다!! 전월세 신화제, 이제는 필수입니다!",2022-02-24,"과태료, 전월세 신고제, 필수, 부동산 법, 신고 의무",KB자체
i2Vz1jPHyy0,"자금조달계획서 이렇게 작성하세요! ※주의: 잘못하면 과태료 3,000만 원!!!",KB부동산 TV ® 3분부동산상식 잘못하면 과태료 3천만원.... 자금조달계획서 이렇게 작성하세요!,2022-02-18,"자금조달계획서, 작성 방법, 과태료, 부동산 규제, 금융 불이익",KB자체
P-tuqmHjf4Y,"파주운정 교통호재! 올해 첫 민간 사전청약, 이것 주의하세요!",올해 첫 청약 민간 사전청약 이것 주의하세요!,2022-02-10,"파주운정, 교통호재, 민간 사전청약, 주의사항, 부동산 투자",KB자체
5iFQtoUTjQA,생애최초 특별공급 혜택 확대! 미혼도 신청 가능합니다!,KB부동산 TV ® 3분부동산상식 '미혼에게도 기회가!! 생애최초 특별공급 혜택 확대! 자격조건은?,2022-01-26,"생애최초 특별공급, 미혼 신청, 혜택 확대, 자격 조건, KB부동산 TV",KB자체
9Es0-wrDHo4,"역사상 최악의 시나리오 ""한국 경제, 이대로 가면 큰일 납니다"" (박상인 교수 1부)",부동산클라스 KB부동산 박상인 •서울대 행정대학원 교수 일본보다 심각한한국 상황 역사상 최악의 시나리오,2024-06-17,"한국 경제, 최악의 시나리오, 박상인 교수, 일본 비교, 부동산 클라스",박상인 교수
rstU-jtI2bg,"심각한 한국의 경제 상황 ""이러다 삼성, 하이닉스도 떠납니다"" (박상인 교수 2부)",부동산클라스 하이닉스 SAMSUNG 박상인 KB부동산 서울대 행정대학원 교수 대기업도 줄줄이 무너집니다 총체적 난국에 빠진 한국,2024-06-19,"한국 경제, 삼성, 하이닉스, 총체적 난국, 대기업 위기",박상인 교수
RFv6toAqbiM,전국 집값 주춤인가 하락인가...?,KB통계 기상도 전국 집값 주춤인가 하락인가...?? #KB주간 시세트렌드,2022-01-21,"집값, 하락, 주춤, KB통계, 시세트렌드",KB자체
izTSNRGvrvE,가계부채 많다고 경제 위기 안 옵니다 #한국경제 #박상인교수,가계부채 많다고 경제위기 안옵니다 돼있어요 KB부동산TV,2024-06-19,"가계부채, 경제 위기, 한국 경제, 박상인 교수, 부동산 TV",박상인 교수
yJNnQwogghQ,강남 한복판에 입지 좋은 소형 아파트 '매물투어 LIVE',PLAY 편집본 #강남 한복판 #입지좋은 #소형아파트 | DHE ECI LIVE,2022-01-14,"강남, 소형아파트, 매물투어, 입지, LIVE",KB자체
ZWqYjusLZWc,대선 후보 부동산 비교 분석! 집값 향방은?!,2022 부동산 전망 대선후보 부동산공약 비교 분석! 접근 행방은? •with 권대중 교수,2022-01-05,"대선 후보, 부동산 비교, 집값 전망, 부동산 공약, 권대중 교수",KB자체
ccHM4mMNK6s,이번 달 KB월간시세트렌드는 어떤 이슈가 있을까?,복도 0.47% 1074 서울 outs 금강산 추천 188 28 ERINE 10.70) -0.07 (0.34% 도 KB통계 기상도 이번 달 월간시황은 어떤 이슈가 있을까? #KB 월간시세트렌드 RAMS 정북도 055083 KB (0.32%) 평균가격 주간시 트레드 산 [0.93 시 Beta 전라북도 0.95 평균가격 경상남도 1.43 0.93 시세 면적 HAVER,2021-12-31,"KB월간시세, 이슈, 시황, 서울, 평균가격",KB자체
VJSD0kOuimM,"불치병 걸린 한국 부동산 ""앞으로 10년, 진짜 위험한 게 옵니다"" (박상인 교수 3부)","부동산클라스 KB부동산 ""10년 후가 너무 걱정돼요"" '이것' 안바꾸면 박상인 서울대 행정대학원 교수 한국부동산 답없습니다",2024-06-24,"불치병, 한국 부동산, 10년 전망, 진짜 위험, 박상인 교수",박상인 교수
0kIbimEIBxI,"3기신도시 고양 창릉, 올해 마지막 공공분양 4차 사전청약",올해 마지막 공공 사전청약합니다 3기신도시 고양 창,2021-12-30,"3기신도시, 고양 창릉, 공공분양, 사전청약, 올해 마지막",KB자체
ATeujkTitbw,"집요한 입지 정보, KB부동산 (30s)",집요한 입지편 KB부동산,2021-12-29,"입지 정보, KB부동산, 주거 시장, 투자 전략, 데이터 분석",KB자체
AO9j47xM03g,진짜 위기는 시작도 안했습니다. 한국 경제의 트리거 '부동산'이 위험한 이유 (박상인 교수 풀버전),"부동산클라스 KB부동산 박상인 교수 서울대 행정대학원 경제위기 덮친 한국의 현실 “앞으로 집값 이렇게 됩니다""",2024-06-28,"한국 경제, 부동산, 경제위기, 집값, 박상인 교수",박상인 교수
Ton2hKc6jtk,1억 모으기 전에 '이것'부터 하세요! 그래야 빨리 모을 수 있습니다 (김현우 소장 2부),부동산클라스 김현우 소장 KB부동산 행복자산관리연구소 가장 빨리 1억 모으는 법 '이렇게'만 따라하세요,2024-07-01,"1억 모으기, 투자 전략, 부동산, 김현우, 행복자산관리",김현우 소장
YkLhyk6DzBQ,이번 주 주간시황 쉽게 보는 방법은?,"지역선택 MY 매매,전세,월세 가격 078 단지 0315 (0.11% 서울00 10190017 (0.17] (0.00 0.07 STOLE 10.06 0.06 SONG (0.28) 0.10 경상남도 034 0.09 CONS 10.08% KB통계 기상도 이번 주 지역별 주간시황 쉽게 보는 방법은? #KB주간시세트렌드",2021-12-24,"주간 시황, 지역별 가격, 매매, 전세, KB 통계",KB자체
4TCBvkQcdsQ,은퇴 후 연금 400만원 받는 방법?! 노후는 '이렇게' 준비하세요 (김현우 소장 3부),부동산클라스 ANPS 국민연금 Natron Serv 5000 KB부동산 김현우 소장 행복자산관리연구소 국민연금 한 살이라도 일찍 받아야 하는 이유?!,2024-07-03,"은퇴 준비, 연금 전략, 국민연금, 자산 관리, 노후 대책",김현우 소장
18FAHmKZv3Q,2022 부동산 시장 전망! 최대변수는 무엇?!,"2022 부동산 전망 집값 오를까, 내릴까.. 대접수는? with 권대중 교수",2021-12-23,"2022 부동산 시장, 집값 전망, 금리 인상, 최대 변수, 권대중 교수",KB자체
tvGj4KKRINk,"원하는 집에 필요한 집요한 정보, KB부동산 (30s)",집요한 목표편 KB부동산,2021-12-22,"집 정보, KB부동산, 목표 설정, 부동산 투자, 시장 분석",KB자체
_S6w1U1IfDk,지역별 TOP10 단지 한번에 모아 보자!,실거래 인기 시중 대단지 이번주 신고 타워팰리스(1차) 강남구 도곡244.6m 실기 인기 대단지 1위 16위 8위 15위 매매 6 전세 3 1 타워펠리스(1차) -4824466m³ (39) 62.20 2 팀플레이스 51.65 3 ) 4 웰리스(3 5) 6 스 40.50억9 36.30 35.00 KB동계 기상도 지역별 TOP10 단지 모아보자!! #시세총액 #실거래가,2021-12-17,"지역별, TOP10, 대단지, 실거래가, 시세총액",KB자체
GkPz_E2DooA,"집요한 매물 정보, KB부동산 (30s)",집요한 매물편 KB부동산,2021-12-15,"매물 정보, KB부동산, 집요한, 부동산 시장, 투자 전략",KB자체
JCkCPVFWtKM,부동산 시세 트렌드 이거 하나로 끝!,광주 O 0.12 0.03 고 구 0.00 강북구 구 0.05% 2006 PRUAR KB통계 기상도 0.15% 2017 리시 부동산시세 트렌드 이거 하나로 끝!! #주간시세트렌드 #월간 시세 트렌드 005 갑불구 -0.15% 0.26 0.00 수정구 성남0.13% -0.01 2000.07% 010 M0114 10.13 8,2021-12-10,"부동산 시세, 트렌드 분석, 광주 시세, 주간 시세, 월간 시세",KB자체
CeeaJp8yRmw,통장 잔고 늘어나는 최고의 자산관리 방법은? (김현우 소장 풀버전),부동산플리스 5000 KB부동 김현우 소장 통장 잔고 늘어나는 행복자산관리연구소 자산관리 꿀팁 대공개,2024-07-10,"자산관리, 통장 잔고, 투자 전략, 김현우, 부동산 꿀팁",김현우 소장
YGlVD3K-v_Y,"집요한 가격 정보, KB부동산 (30s)",집요한 시세편 KB부동산,2021-12-07,"가격 정보, KB부동산, 시세 분석, 부동산 시장, 데이터 통찰",KB자체
WCeN74kXGT8,상속주택 양도소득세 비과세 받는 방법은?!,공동상속주택 비과세 특례까지~! 상속주택 비과세 요건 이것을 주의하세요! 비과세 완전정복 7편 with 이승현 회계사,2021-12-03,"상속주택, 양도소득세, 비과세, 공동상속, 세금 요건",KB자체
axW-6I4fImU,"집요한 부동산 정보, KB부동산 (15s)",집요한 부동산정보 KB부동산,2021-12-03,"부동산 정보, KB부동산, 시장 분석, 투자 전략, 주거 트렌드",KB자체
a_CjfdoEZAU,부동산 정보는 KB부동산! (6s),17 KB부동산,2021-12-03,"부동산 정보, KB부동산, 시장 분석, 투자 전략, 부동산 트렌드",KB자체
GtOfuhO5UKc,"집요한 부동산 정보, KB부동산 (종합편)",KB국민은행 집요한 Ka,2021-11-29,"부동산 정보, KB국민은행, 종합편, 시장 분석, 투자 전략",KB자체
Q7BrhhLKSWs,KB시세부터 빌라시세까지! '이곳'에서 한번에 해결하세요!,전체 5년 3년 2041 243 20.2 16.19 124 7.9% 3.09 보 공시가격 20.12 2008 30.12 20:06 20:22 22:00 22:22 -540321/202.1% 전세1억25000/0.9% 397 KB통계 가상도 KB시세부터 예측시세까지 한번에 해결! #KB시세 #빌라시세 과거 KB시세 KB시세 공시가격 보기 다운로드 보기,2021-11-26,"KB시세, 빌라시세, 공시가격, 예측시세, 통계",KB자체
ge0NJQEABLE,"집요한 부동산 정보, KB부동산 (Teaser)",KB국민은행 집요하게 뭉쳤다!?,2021-11-26,"부동산 정보, KB 국민은행, 시장 동향, 투자 전략, 데이터 분석",KB자체
#NAME?,사상 초유의 위기 중국 경제! 탈중국 현상 심화...과연 미래는? (강준영 교수 1부),지식업 클라스 강준영 교수 한국외대 국제지역대학원중국학과 KB부동산 파국으로 치닫는 중국 경제 역대급 위기 오나?,2024-07-31,"중국 경제, 탈중국 현상, 위기 상황, 미래 전망, 강준영 교수",강준영 교수
z8Scu_dNrpo,"3기신도시 3차 사전청약 하남 교산, 과천 주암이 궁금하다면?","드디어 나왔다!!! 청약 3기신도시 3차 사전청약 하남 교산, 과천 주암",2021-11-24,"3기신도시, 사전청약, 하남 교산, 과천 주암, 부동산 정보",KB자체
yPuIwDJJ3oQ,40년 만에 터진 최악의 위기?! '진짜 중국' 상황 알려드립니다 (강준영 교수 2부),"지식업 클라스 강준영 교수 KB부동산 한국외대 국제지역대학원중국학과 “중국은 왜 망하지 않을까?"" 한국만 모르는 '진짜 중국'",2024-08-05,"중국 위기, 강준영 교수, 진짜 중국, 부동산 시장, 국제 지역 경제",강준영 교수
ukMj-yZRmp4,"⏱출퇴근 40분 이내 내 집 찾기, 이 방법이면 한번에 가능합니다!!",신세계!!!! 하이 리부 훗 그걸 노렸쥐~1 40분내로 출퇴근 가능한 내집 찾기!,2021-11-19,"출퇴근 시간, 내 집 찾기, 40분, 부동산, 효율성",KB자체
KRhBOjOInyk,"신혼부부특공 VS 신혼희망타운, 3기신도시 2차 사전청약 필승 전략!",청약 매니저 신혼특콩VS신희타? 3기신도시 2차 사전청약 필승 전략,2021-10-15,"신혼부부특공, 신혼희망타운, 3기신도시, 사전청약, 필승 전략",KB자체
l3SF4hPXLwE,3기신도시 사전청약 무엇이든 물어보살!! 찐궁금증 해결!!,距 距 고민 타파!! 청약 찐궁금증 해결!! 매니저 3기신도시 사전청약 무엇이든 물어보살,2021-10-01,"3기신도시, 사전청약, 궁금증, 해결, 부동산",KB자체
HIHW84B0UME,"""김치부터 한복까지"" 중국은 왜 한국 문화를 훔치려 하나..? (강준영 교수 3부)",지식클라스 KB부동산 강준영 교수 한국외대 국제지역대학원중국학과 한국 문화가 다 중국 것?! 억지 주장하는 진짜 이유,2024-08-07,"한국 문화, 중국 문화, 문화 동질성, 문화 훔침, 강준영 교수",강준영 교수
n3DeZ-lS3Sg,"공공 재개발・재건축, 현금청산 피하려면 딱 세가지만 기억하세요",현금청산 피하려면? 공공재개발·재건축 그것이 알고 싶다,2021-09-15,"공공 재개발, 재건축, 현금청산, 투자 전략, 규제 대응",KB자체
EnyS9H-YqVE,1세대 1주택 양도소득세법 개정 예정 내용 총정리!,양도소득세법 개정 예정 내용 다주택자 22년까지 1주택만 남겨야 세금폭탄피한다? 비과세 완전정복 3편 •with 이승현 회계사,2021-09-10,"양도소득세법, 1세대 1주택, 세금폭탄, 다주택자, 비과세",KB자체
T1QWWCOtikE,"전 세계가 탈출한다! 중국의 몰락, 시진핑 리스크의 끝은..? (강준영 교수 풀버전)",지식클라스가 KB부동산 100 강준영 교수 한국외대 국제지역대학원중국학과 전 세계가 탈출하는 중국 그리고 시진핑 리스크?!,2024-08-13,"중국 몰락, 시진핑 리스크, 전 세계 탈출, 국제 정치, 경제 불안",강준영 교수
TC_tSN_BxWM,현재 오피스텔 임대시장 동향은?,그래서... 수익률이 얼마라고요?! 통계로 보는 오피스텔 시장 동향은? KB오피스텔 통계 공개 후속편 •with 김태환 선임연구위원,2021-09-07,"오피스텔, 임대시장, 동향, 수익률, 통계",KB자체
5pWWbFZvPE0,1세대 1주택 양도소득세 비과세 조건 총정리 2탄!,1세대 1주택자라면 집중!! 양도소득세 비과세 조건 총정리 비과세 완전정복 2편 •with 이승현 회계사,2021-09-01,"1세대 1주택, 양도소득세, 비과세 조건, 총정리, 이승현 회계사",KB자체
#NAME?,재건축 실거주 2년 의무 백지화! 현재 주택 시장 상황은?!,"들썩이는 재건축 단지, 현재 상황은? 재건축 실거주 백지화 수혜 단지는 어디?! 재건축·재개발 이슈 1편 with 김제경 소장",2021-08-13,"재건축, 실거주 의무, 주택 시장, 백지화, 수혜 단지",KB자체
XV7xcYj9Le8,오피스텔 시세 통계와 동향을 한눈에? KB 오피스텔 시세지수!,그래서 어디가 가장 많이 올랐다고요?!!! 오피스텔 통계도 한눈에 확인 가능?! KB 오피스텔 통계 공개! •with 김태환 선임연구위원,2021-08-03,"오피스텔, 시세 통계, KB 오피스텔 지수, 시장 동향, 투자 분석",KB자체
R1bqqn7BSrA,"판상형 VS 타워형 VS 복합형, 아파트구조별 장단점과 차이점은?",리브부동산 TV 3분부동산 상식 헷갈리는 아파트 구조!! 판상형 vs 타원형 무엇이 다른걸까?,2021-07-30,"판상형, 타워형, 복합형, 아파트 구조, 장단점",KB자체
LbIojOidmms,"한국에서 제일 비싼 아파트 Top5, 작년 1위 한남더힐보다 비싼 집은?",헉 115억!!!! Liiv 부동산 브레이브걸스로 대박난 용감한형제 펜트하우스- 최고가 등극!,2021-07-23,"아파트, 가격, 최고가, 한남더힐, 펜트하우스",KB자체
nm6hC9F_8JI,무주택 기준 총정리! 내 명의의 집이 있어도 무주택자로 인정되는 경우는?,리브부동산 TV ® 3분부동산상식 집 있어도 무주택래요!! 내 집이 있어도 무주택자 인정 인정!!,2021-07-16,"무주택 기준, 집 소유, 무주택자 인정, 부동산 상식, 내 명의 집",KB자체
jkr_mtrhUE4,3기신도시 인천 계양 사전청약 전략 대공개!!!,3기신도시 인천 계양 사전청약 수도권 무주택자 주목!!! 청약 매니저,2021-07-09,"3기신도시, 인천 계양, 사전청약, 수도권, 무주택자",KB자체
SBi4qOsP31Q,여의도 근처 00억 이하 집 찾기 가능?!! 가능!!,하이리뿌 HONEY INFORMATION 나도 놀람 진짜 가능...? 이런 걸 찾을 수 있다고?- (세상 행복) 취향저격 로망의 집찾기 아직도 모르시면 곤란합니다~~,2021-07-05,"여의도, 저렴한 주택, 집 찾기, 부동산 정보, 가능성",KB자체
E6CX1twbYaY,7월부터 대출 규제 강화! 차주별 DSR 40%가 무슨 말이죠?,리뉴스 정책 브리핑 107월부터 7월부터 대출한도 어떻게 달라질까?!,2021-06-30,"대출 규제, DSR 40%, 정책 변화, 차주별 대출한도, 금융 시장",KB자체
